snapshot_id,date_id,product_id,warehouse_id,stock_quantity,reserved_quantity,available_quantity,stock_value
75,3,25,3,37,3,34,4070.0
76,3,26,1,179,10,169,17005.0
77,3,26,2,61,7,54,5795.0
78,3,26,3,107,12,95,10165.0
79,3,27,1,171,12,159,14022.0
80,3,27,2,59,4,55,4838.0
81,3,27,3,28,2,26,2296.0
82,3,28,1,149,19,130,20860.0
83,3,28,2,16,2,14,2240.0
84,3,28,3,129,9,120,18060.0
85,3,29,1,188,15,173,112800.0
86,3,29,2,83,15,68,49800.0
87,3,29,3,77,8,69,46200.0
88,3,30,1,243,47,196,194400.0
89,3,30,2,144,28,116,115200.0
90,3,30,3,74,14,60,59200.0
91,3,31,1,184,32,152,125120.0
92,3,31,2,71,11,60,48280.0
93,3,31,3,55,6,49,37400.0
94,3,32,1,249,46,203,134460.0
95,3,32,2,88,9,79,47520.0
96,3,32,3,126,17,109,68040.0
97,3,33,1,167,21,146,80160.0
98,3,33,2,78,14,64,37440.0
99,3,33,3,121,18,103,58080.0
100,3,34,1,125,16,109,77500.0
101,3,34,2,67,4,63,41540.0
102,3,34,3,133,24,109,82460.0
103,3,35,1,148,16,132,62160.0
104,3,35,2,67,12,55,28140.0
105,3,35,3,123,15,108,51660.0
106,3,36,1,167,32,135,60120.0
107,3,36,2,134,19,115,48240.0
108,3,36,3,19,1,18,6840.0
109,3,37,1,198,26,172,100980.0
110,3,37,2,135,15,120,68850.0
111,3,37,3,120,19,101,61200.0
112,3,38,1,237,15,222,105465.0
113,3,38,2,94,9,85,41830.0
114,3,38,3,61,9,52,27145.0
115,3,39,1,79,4,75,69520.0
116,3,39,2,91,13,78,80080.0
117,3,39,3,54,9,45,47520.0
118,3,40,1,287,31,256,136325.0
119,3,40,2,65,11,54,30875.0
120,3,40,3,82,5,77,38950.0
121,3,41,1,277,17,260,95565.0
122,3,41,2,107,16,91,36915.0
123,3,41,3,55,3,52,18975.0
124,3,42,1,114,22,92,86640.0
125,3,42,2,93,12,81,70680.0
126,3,42,3,131,10,121,99560.0
127,3,43,1,89,14,75,84550.0
128,3,43,2,114,11,103,108300.0
129,3,43,3,19,0,19,18050.0
130,3,44,1,198,21,177,112860.0
131,3,44,2,54,8,46,30780.0
132,3,44,3,44,7,37,25080.0
133,3,45,1,141,19,122,71205.0
134,3,45,2,35,3,32,17675.0
135,3,45,3,84,5,79,42420.0
136,3,46,1,206,29,177,64890.0
137,3,46,2,38,6,32,11970.0
138,3,46,3,113,9,104,35595.0
139,3,47,1,285,27,258,108300.0
140,3,47,2,87,15,72,33060.0
141,3,47,3,101,6,95,38380.0
142,3,48,1,95,15,80,40850.0
143,3,48,2,29,2,27,12470.0
144,3,48,3,80,13,67,34400.0
145,3,49,1,170,15,155,51850.0
146,3,49,2,56,6,50,17080.0
147,3,49,3,39,6,33,11895.0
148,3,50,1,163,11,152,76610.0
149,3,50,2,71,13,58,33370.0
150,3,50,3,75,7,68,35250.0
151,3,51,1,172,31,141,64500.0
152,3,51,2,88,11,77,33000.0
153,3,51,3,25,3,22,9375.0
154,3,52,1,254,34,220,54610.0
155,3,52,2,69,10,59,14835.0
156,3,52,3,54,6,48,11610.0
157,3,53,1,279,42,237,24552.0
158,3,53,2,101,18,83,8888.0
159,3,53,3,24,2,22,2112.0
160,3,54,1,269,36,233,15602.0
161,3,54,2,18,1,17,1044.0
162,3,54,3,54,8,46,3132.0
163,3,55,1,237,29,208,232260.0
164,3,55,2,121,8,113,118580.0
165,3,55,3,73,5,68,71540.0
166,3,56,1,162,27,135,233280.0
167,3,56,2,122,16,106,175680.0
168,3,56,3,73,11,62,105120.0
169,3,57,1,104,13,91,136240.0
170,3,57,2,26,2,24,34060.0
171,3,57,3,37,5,32,48470.0
172,3,58,1,120,10,110,133200.0
173,3,58,2,55,8,47,61050.0
174,3,58,3,26,2,24,28860.0
175,3,59,1,113,10,103,132775.0
176,3,59,2,26,5,21,30550.0
177,3,59,3,129,16,113,151575.0
178,3,60,1,156,15,141,121680.0
179,3,60,2,120,9,111,93600.0
180,3,60,3,35,1,34,27300.0
181,3,61,1,244,47,197,158600.0
182,3,61,2,139,9,130,90350.0
183,3,61,3,48,4,44,31200.0
184,3,62,1,97,12,85,81965.0
185,3,62,2,43,4,39,36335.0
186,3,62,3,25,3,22,21125.0
187,3,63,1,101,12,89,105545.0
188,3,63,2,108,16,92,112860.0
189,3,63,3,79,14,65,82555.0
190,3,64,1,240,12,228,109200.0
191,3,64,2,104,11,93,47320.0
192,3,64,3,88,5,83,40040.0
193,3,65,1,245,33,212,256025.0
194,3,65,2,57,2,55,59565.0
195,3,65,3,85,16,69,88825.0
196,3,66,1,266,44,222,155610.0
197,3,66,2,24,4,20,14040.0
198,3,66,3,76,8,68,44460.0
199,3,67,1,142,27,115,92300.0
200,3,67,2,90,9,81,58500.0
201,3,67,3,87,4,83,56550.0
202,3,68,1,230,27,203,13340.0
203,3,68,2,135,9,126,7830.0
204,3,68,3,110,10,100,6380.0
205,3,69,1,254,25,229,17272.0
206,3,69,2,120,7,113,8160.0
207,3,69,3,58,5,53,3944.0
208,3,70,1,136,13,123,9520.0
209,3,70,2,89,15,74,6230.0
210,3,70,3,59,11,48,4130.0
211,3,71,1,247,45,202,10374.0
212,3,71,2,53,10,43,2226.0
213,3,71,3,64,6,58,2688.0
214,3,72,1,284,16,268,19312.0
215,3,72,2,105,12,93,7140.0
216,3,72,3,125,24,101,8500.0
217,3,73,1,180,20,160,10440.0
218,3,73,2,124,15,109,7192.0
219,3,73,3,58,4,54,3364.0
220,3,74,1,135,18,117,24975.0
221,3,74,2,120,8,112,22200.0
222,3,74,3,114,13,101,21090.0
223,3,75,1,185,34,151,39775.0
224,3,75,2,100,12,88,21500.0
225,3,75,3,125,10,115,26875.0
226,3,76,1,104,15,89,90480.0
227,3,76,2,42,7,35,36540.0
228,3,76,3,57,2,55,49590.0
229,3,77,1,234,12,222,157950.0
230,3,77,2,120,11,109,81000.0
231,3,77,3,64,6,58,43200.0
232,3,78,1,212,32,180,187620.0
233,3,78,2,90,14,76,79650.0
234,3,78,3,41,4,37,36285.0
235,3,79,1,248,37,211,146320.0
236,3,79,2,91,7,84,53690.0
237,3,79,3,67,8,59,39530.0
238,3,80,1,230,26,204,165600.0
239,3,80,2,87,5,82,62640.0
240,3,80,3,92,6,86,66240.0
241,3,81,1,287,45,242,150675.0
242,3,81,2,125,11,114,65625.0
243,3,81,3,109,19,90,57225.0
244,3,82,1,175,23,152,97125.0
245,3,82,2,46,3,43,25530.0
246,3,82,3,98,7,91,54390.0
247,3,83,1,173,23,150,43250.0
248,3,83,2,71,10,61,17750.0
249,3,83,3,119,21,98,29750.0
250,3,84,1,262,14,248,154580.0
251,3,84,2,82,15,67,48380.0
252,3,84,3,33,3,30,19470.0
253,3,85,1,75,7,68,22125.0
254,3,85,2,53,3,50,15635.0
255,3,85,3,35,4,31,10325.0
256,3,86,1,82,4,78,48380.0
257,3,86,2,79,13,66,46610.0
258,3,86,3,81,6,75,47790.0
259,3,87,1,204,25,179,37740.0
260,3,87,2,75,13,62,13875.0
261,3,87,3,29,3,26,5365.0
262,3,88,1,188,33,155,85540.0
263,3,88,2,128,7,121,58240.0
264,3,88,3,77,10,67,35035.0
265,3,89,1,88,10,78,13200.0
266,3,89,2,83,15,68,12450.0
267,3,89,3,122,21,101,18300.0
268,3,90,1,185,18,167,102675.0
269,3,90,2,35,6,29,19425.0
270,3,90,3,97,5,92,53835.0
271,3,91,1,117,22,95,62595.0
272,3,91,2,118,13,105,63130.0
273,3,91,3,85,10,75,45475.0
274,3,92,1,136,7,129,108800.0
275,3,92,2,66,10,56,52800.0
276,3,92,3,47,7,40,37600.0
277,3,93,1,202,14,188,6464.0
278,3,93,2,46,6,40,1472.0
279,3,93,3,120,20,100,3840.0
280,3,94,1,78,9,69,4290.0
281,3,94,2,55,5,50,3025.0
282,3,94,3,109,9,100,5995.0
283,3,95,1,232,19,213,19024.0
284,3,95,2,39,5,34,3198.0
285,3,95,3,71,12,59,5822.0
286,3,96,1,231,35,196,26565.0
287,3,96,2,131,17,114,15065.0
288,3,96,3,38,3,35,4370.0
289,3,97,1,81,13,68,14580.0
290,3,97,2,106,11,95,19080.0
291,3,97,3,35,2,33,6300.0
292,3,98,1,103,6,97,15450.0
293,3,98,2,65,6,59,9750.0
294,3,98,3,104,6,98,15600.0
295,10,1,1,246,27,219,209100.0
296,10,1,2,31,3,28,26350.0
297,10,1,3,26,3,23,22100.0
298,10,2,1,175,9,166,288750.0
299,10,2,2,17,1,16,28050.0
300,10,2,3,74,14,60,122100.0
301,10,3,1,118,11,107,36580.0
302,10,3,2,89,15,74,27590.0
303,10,3,3,95,10,85,29450.0
304,10,4,1,189,16,173,40635.0
305,10,4,2,53,5,48,11395.0
306,10,4,3,97,6,91,20855.0
307,10,5,1,244,30,214,241560.0
308,10,5,2,25,4,21,24750.0
309,10,5,3,90,5,85,89100.0
310,10,6,1,134,10,124,194300.0
311,10,6,2,51,9,42,73950.0
312,10,6,3,32,4,28,46400.0
313,10,7,1,87,10,77,33060.0
314,10,7,2,72,12,60,27360.0
315,10,7,3,75,10,65,28500.0
316,10,8,1,159,20,139,189210.0
317,10,8,2,21,2,19,24990.0
318,10,8,3,48,3,45,57120.0
319,10,9,1,170,25,145,146200.0
320,10,9,2,106,7,99,91160.0
321,10,9,3,101,16,85,86860.0
322,10,10,1,199,16,183,368150.0
323,10,10,2,101,12,89,186850.0
324,10,10,3,48,8,40,88800.0
325,10,11,1,94,12,82,25850.0
326,10,11,2,116,7,109,31900.0
327,10,11,3,111,14,97,30525.0
328,10,12,1,282,51,231,157920.0
329,10,12,2,20,3,17,11200.0
330,10,12,3,30,4,26,16800.0
331,10,13,1,76,7,69,16340.0
332,10,13,2,77,13,64,16555.0
333,10,13,3,126,15,111,27090.0
334,10,14,1,114,16,98,53010.0
335,10,14,2,111,11,100,51615.0
336,10,14,3,27,3,24,12555.0
337,10,15,1,53,10,43,9805.0
338,10,15,2,82,7,75,15170.0
339,10,15,3,205,38,167,37925.0
340,10,16,1,104,11,93,29120.0
341,10,16,2,38,4,34,10640.0
342,10,16,3,50,6,44,14000.0
343,10,17,1,257,25,232,113080.0
344,10,17,2,7,1,6,3080.0
345,10,17,3,50,8,42,22000.0
346,10,18,1,256,29,227,97280.0
347,10,18,2,98,19,79,37240.0
348,10,18,3,120,6,114,45600.0
349,10,19,1,210,40,170,52500.0
350,10,19,2,35,5,30,8750.0
351,10,19,3,111,8,103,27750.0
352,10,20,1,174,25,149,33930.0
353,10,20,2,84,13,71,16380.0
354,10,20,3,21,1,20,4095.0
355,10,21,1,121,8,113,22385.0
356,10,21,2,12,2,10,2220.0
357,10,21,3,34,2,32,6290.0
358,10,22,1,167,10,157,27555.0
359,10,22,2,105,15,90,17325.0
360,10,22,3,71,13,58,11715.0
361,10,23,1,251,49,202,23845.0
362,10,23,2,96,6,90,9120.0
363,10,23,3,79,5,74,7505.0
364,10,24,1,54,5,49,8370.0
365,10,24,2,72,5,67,11160.0
366,10,24,3,49,9,40,7595.0
367,10,25,1,85,10,75,9350.0
368,10,25,2,29,4,25,3190.0
369,10,25,3,26,2,24,2860.0
370,10,26,1,170,21,149,16150.0
371,10,26,2,44,5,39,4180.0
372,10,26,3,99,10,89,9405.0
373,10,27,1,159,23,136,13038.0
374,10,27,2,45,2,43,3690.0
375,10,27,3,11,0,11,902.0
376,10,28,1,135,13,122,18900.0
377,10,28,2,174,14,160,24360.0
378,10,28,3,112,19,93,15680.0
379,10,29,1,177,27,150,106200.0
380,10,29,2,74,13,61,44400.0
381,10,29,3,62,6,56,37200.0
382,10,30,1,237,37,200,189600.0
383,10,30,2,129,24,105,103200.0
384,10,30,3,56,5,51,44800.0
385,10,31,1,171,19,152,116280.0
386,10,31,2,65,7,58,44200.0
387,10,31,3,42,7,35,28560.0
388,10,32,1,239,44,195,129060.0
389,10,32,2,80,6,74,43200.0
390,10,32,3,118,21,97,63720.0
391,10,33,1,153,20,133,73440.0
392,10,33,2,63,11,52,30240.0
393,10,33,3,109,19,90,52320.0
394,10,34,1,114,8,106,70680.0
395,10,34,2,52,7,45,32240.0
396,10,34,3,116,6,110,71920.0
397,10,35,1,137,13,124,57540.0
398,10,35,2,53,4,49,22260.0
399,10,35,3,112,15,97,47040.0
400,10,36,1,157,28,129,56520.0
401,10,36,2,124,21,103,44640.0
402,10,36,3,212,30,182,76320.0
403,10,37,1,183,36,147,93330.0
404,10,37,2,119,19,100,60690.0
405,10,37,3,111,11,100,56610.0
406,10,38,1,229,45,184,101905.0
407,10,38,2,77,6,71,34265.0
408,10,38,3,50,8,42,22250.0
409,10,39,1,61,3,58,53680.0
410,10,39,2,83,10,73,73040.0
411,10,39,3,42,4,38,36960.0
412,10,40,1,270,51,219,128250.0
413,10,40,2,47,7,40,22325.0
414,10,40,3,65,12,53,30875.0
415,10,41,1,266,51,215,91770.0
416,10,41,2,97,12,85,33465.0
417,10,41,3,45,3,42,15525.0
418,10,42,1,96,9,87,72960.0
419,10,42,2,87,6,81,66120.0
420,10,42,3,121,12,109,91960.0
421,10,43,1,73,9,64,69350.0
422,10,43,2,99,18,81,94050.0
423,10,43,3,79,5,74,75050.0
424,10,44,1,192,35,157,109440.0
425,10,44,2,46,9,37,26220.0
426,10,44,3,26,4,22,14820.0
427,10,45,1,126,24,102,63630.0
428,10,45,2,26,1,25,13130.0
429,10,45,3,67,10,57,33835.0
430,10,46,1,194,20,174,61110.0
431,10,46,2,28,3,25,8820.0
432,10,46,3,95,9,86,29925.0
433,10,47,1,272,50,222,103360.0
434,10,47,2,81,14,67,30780.0
435,10,47,3,89,16,73,33820.0
436,10,48,1,85,12,73,36550.0
437,10,48,2,23,2,21,9890.0
438,10,48,3,70,7,63,30100.0
439,10,49,1,164,15,149,50020.0
440,10,49,2,41,7,34,12505.0
441,10,49,3,31,4,27,9455.0
442,10,50,1,148,27,121,69560.0
443,10,50,2,59,11,48,27730.0
444,10,50,3,66,6,60,31020.0
445,10,51,1,155,17,138,58125.0
446,10,51,2,78,14,64,29250.0
447,10,51,3,9,0,9,3375.0
448,10,52,1,240,30,210,51600.0
449,10,52,2,55,6,49,11825.0
450,10,52,3,38,3,35,8170.0
451,10,53,1,266,39,227,23408.0
452,10,53,2,93,5,88,8184.0
453,10,53,3,87,9,78,7656.0
454,10,54,1,257,13,244,14906.0
455,10,54,2,189,14,175,10962.0
456,10,54,3,42,6,36,2436.0
457,10,55,1,227,15,212,222460.0
458,10,55,2,112,22,90,109760.0
459,10,55,3,67,12,55,65660.0
460,10,56,1,156,14,142,224640.0
461,10,56,2,109,18,91,156960.0
462,10,56,3,61,8,53,87840.0
463,10,57,1,87,9,78,113970.0
464,10,57,2,17,2,15,22270.0
465,10,57,3,31,1,30,40610.0
466,10,58,1,108,20,88,119880.0
467,10,58,2,47,9,38,52170.0
468,10,58,3,17,1,16,18870.0
469,10,59,1,100,15,85,117500.0
470,10,59,2,11,1,10,12925.0
471,10,59,3,117,22,95,137475.0
472,10,60,1,146,26,120,113880.0
473,10,60,2,105,8,97,81900.0
474,10,60,3,28,2,26,21840.0
475,10,61,1,237,33,204,154050.0
476,10,61,2,125,19,106,81250.0
477,10,61,3,33,2,31,21450.0
478,10,62,1,90,14,76,76050.0
479,10,62,2,29,3,26,24505.0
480,10,62,3,8,1,7,6760.0
481,10,63,1,85,14,71,88825.0
482,10,63,2,92,5,87,96140.0
483,10,63,3,70,7,63,73150.0
484,10,64,1,224,22,202,101920.0
485,10,64,2,86,15,71,39130.0
486,10,64,3,74,8,66,33670.0
487,10,65,1,232,35,197,242440.0
488,10,65,2,47,3,44,49115.0
489,10,65,3,71,9,62,74195.0
490,10,66,1,253,34,219,148005.0
491,10,66,2,188,14,174,109980.0
492,10,66,3,63,6,57,36855.0
493,10,67,1,133,13,120,86450.0
494,10,67,2,84,5,79,54600.0
495,10,67,3,72,4,68,46800.0
496,10,68,1,221,29,192,12818.0
497,10,68,2,121,12,109,7018.0
498,10,68,3,97,14,83,5626.0
499,10,69,1,244,36,208,16592.0
500,10,69,2,110,7,103,7480.0
501,10,69,3,47,7,40,3196.0
502,10,70,1,120,18,102,8400.0
503,10,70,2,74,14,60,5180.0
504,10,70,3,49,9,40,3430.0
505,10,71,1,229,42,187,9618.0
506,10,71,2,45,6,39,1890.0
507,10,71,3,55,9,46,2310.0
508,10,72,1,273,13,260,18564.0
509,10,72,2,98,18,80,6664.0
510,10,72,3,112,16,96,7616.0
511,10,73,1,168,11,157,9744.0
512,10,73,2,117,20,97,6786.0
513,10,73,3,50,9,41,2900.0
514,10,74,1,125,11,114,23125.0
515,10,74,2,111,9,102,20535.0
516,10,74,3,99,5,94,18315.0
517,10,75,1,179,28,151,38485.0
518,10,75,2,91,11,80,19565.0
519,10,75,3,110,6,104,23650.0
520,10,76,1,88,16,72,76560.0
521,10,76,2,34,6,28,29580.0
522,10,76,3,43,3,40,37410.0
523,10,77,1,220,28,192,148500.0
524,10,77,2,109,16,93,73575.0
525,10,77,3,53,5,48,35775.0
526,10,78,1,202,15,187,178770.0
527,10,78,2,72,13,59,63720.0
528,10,78,3,33,6,27,29205.0
529,10,79,1,235,17,218,138650.0
530,10,79,2,78,12,66,46020.0
531,10,79,3,52,4,48,30680.0
532,10,80,1,222,25,197,159840.0
533,10,80,2,71,7,64,51120.0
534,10,80,3,84,12,72,60480.0
535,10,81,1,279,54,225,146475.0
536,10,81,2,111,15,96,58275.0
537,10,81,3,97,14,83,50925.0
538,10,82,1,167,23,144,92685.0
539,10,82,2,36,4,32,19980.0
540,10,82,3,91,14,77,50505.0
541,10,83,1,158,25,133,39500.0
542,10,83,2,60,11,49,15000.0
543,10,83,3,103,6,97,25750.0
544,10,84,1,252,22,230,148680.0
545,10,84,2,67,10,57,39530.0
546,10,84,3,15,1,14,8850.0
547,10,85,1,60,5,55,17700.0
548,10,85,2,43,2,41,12685.0
549,10,85,3,26,2,24,7670.0
550,10,86,1,74,5,69,43660.0
551,10,86,2,62,5,57,36580.0
552,10,86,3,71,5,66,41890.0
553,10,87,1,190,34,156,35150.0
554,10,87,2,60,7,53,11100.0
555,10,87,3,13,2,11,2405.0
556,10,88,1,178,33,145,80990.0
557,10,88,2,119,20,99,54145.0
558,10,88,3,66,7,59,30030.0
559,10,89,1,80,5,75,12000.0
560,10,89,2,76,5,71,11400.0
561,10,89,3,112,13,99,16800.0
562,10,90,1,169,32,137,93795.0
563,10,90,2,24,4,20,13320.0
564,10,90,3,85,8,77,47175.0
565,10,91,1,107,17,90,57245.0
566,10,91,2,106,20,86,56710.0
567,10,91,3,76,12,64,40660.0
568,10,92,1,122,11,111,97600.0
569,10,92,2,53,7,46,42400.0
570,10,92,3,40,4,36,32000.0
571,10,93,1,189,37,152,6048.0
572,10,93,2,28,5,23,896.0
573,10,93,3,107,5,102,3424.0
574,10,94,1,61,10,51,3355.0
575,10,94,2,37,4,33,2035.0
576,10,94,3,101,13,88,5555.0
577,10,95,1,220,24,196,18040.0
578,10,95,2,28,2,26,2296.0
579,10,95,3,60,9,51,4920.0
580,10,96,1,217,27,190,24955.0
581,10,96,2,119,18,101,13685.0
582,10,96,3,24,1,23,2760.0
583,10,97,1,68,12,56,12240.0
584,10,97,2,99,5,94,17820.0
585,10,97,3,19,1,18,3420.0
586,10,98,1,93,10,83,13950.0
587,10,98,2,49,9,40,7350.0
588,10,98,3,93,12,81,13950.0
589,17,1,1,236,16,220,200600.0
590,17,1,2,20,2,18,17000.0
591,17,1,3,22,2,20,18700.0
592,17,2,1,171,19,152,282150.0
593,17,2,2,215,35,180,354750.0
594,17,2,3,70,9,61,115500.0
595,17,3,1,108,17,91,33480.0
596,17,3,2,83,15,68,25730.0
597,17,3,3,85,8,77,26350.0
598,17,4,1,183,25,158,39345.0
599,17,4,2,44,5,39,9460.0
600,17,4,3,93,8,85,19995.0
601,17,5,1,240,13,227,237600.0
602,17,5,2,20,1,19,19800.0
603,17,5,3,81,10,71,80190.0
604,17,6,1,130,23,107,188500.0
605,17,6,2,43,7,36,62350.0
606,17,6,3,25,4,21,36250.0
607,17,7,1,83,6,77,31540.0
608,17,7,2,67,11,56,25460.0
609,17,7,3,66,8,58,25080.0
610,17,8,1,148,9,139,176120.0
611,17,8,2,184,28,156,218960.0
612,17,8,3,40,3,37,47600.0
613,17,9,1,164,26,138,141040.0
614,17,9,2,98,7,91,84280.0
615,17,9,3,91,17,74,78260.0
616,17,10,1,196,21,175,362600.0
617,17,10,2,92,18,74,170200.0
618,17,10,3,43,8,35,79550.0
619,17,11,1,89,5,84,24475.0
620,17,11,2,106,7,99,29150.0
621,17,11,3,104,14,90,28600.0
622,17,12,1,272,46,226,152320.0
623,17,12,2,197,33,164,110320.0
624,17,12,3,23,1,22,12880.0
625,17,13,1,66,8,58,14190.0
626,17,13,2,70,13,57,15050.0
627,17,13,3,116,11,105,24940.0
628,17,14,1,105,8,97,48825.0
629,17,14,2,107,12,95,49755.0
630,17,14,3,22,2,20,10230.0
631,17,15,1,49,5,44,9065.0
632,17,15,2,74,11,63,13690.0
633,17,15,3,196,28,168,36260.0
634,17,16,1,100,15,85,28000.0
635,17,16,2,30,3,27,8400.0
636,17,16,3,46,5,41,12880.0
637,17,17,1,247,38,209,108680.0
638,17,17,2,174,22,152,76560.0
639,17,17,3,42,6,36,18480.0
640,17,18,1,248,38,210,94240.0
641,17,18,2,93,8,85,35340.0
642,17,18,3,115,16,99,43700.0
643,17,19,1,200,29,171,50000.0
644,17,19,2,26,3,23,6500.0
645,17,19,3,101,16,85,25250.0
646,17,20,1,164,25,139,31980.0
647,17,20,2,78,5,73,15210.0
648,17,20,3,120,20,100,23400.0
649,17,21,1,112,9,103,20720.0
650,17,21,2,67,9,58,12395.0
651,17,21,3,24,2,22,4440.0
652,17,22,1,158,8,150,26070.0
653,17,22,2,98,5,93,16170.0
654,17,22,3,60,11,49,9900.0
655,17,23,1,246,18,228,23370.0
656,17,23,2,88,17,71,8360.0
657,17,23,3,70,12,58,6650.0
658,17,24,1,44,3,41,6820.0
659,17,24,2,67,11,56,10385.0
660,17,24,3,40,3,37,6200.0
661,17,25,1,82,14,68,9020.0
662,17,25,2,20,2,18,2200.0
663,17,25,3,21,1,20,2310.0
664,17,26,1,166,22,144,15770.0
665,17,26,2,35,3,32,3325.0
666,17,26,3,92,18,74,8740.0
667,17,27,1,155,8,147,12710.0
668,17,27,2,36,6,30,2952.0
669,17,27,3,115,18,97,9430.0
670,17,28,1,125,21,104,17500.0
671,17,28,2,170,23,147,23800.0
672,17,28,3,104,7,97,14560.0
673,17,29,1,167,25,142,100200.0
674,17,29,2,66,5,61,39600.0
675,17,29,3,53,6,47,31800.0
676,17,30,1,228,45,183,182400.0
677,17,30,2,125,10,115,100000.0
678,17,30,3,46,8,38,36800.0
679,17,31,1,164,28,136,111520.0
680,17,31,2,61,6,55,41480.0
681,17,31,3,36,3,33,24480.0
682,17,32,1,234,41,193,126360.0
683,17,32,2,75,11,64,40500.0
684,17,32,3,115,9,106,62100.0
685,17,33,1,144,24,120,69120.0
686,17,33,2,53,3,50,25440.0
687,17,33,3,101,8,93,48480.0
688,17,34,1,106,12,94,65720.0
689,17,34,2,47,8,39,29140.0
690,17,34,3,110,18,92,68200.0
691,17,35,1,128,16,112,53760.0
692,17,35,2,44,3,41,18480.0
693,17,35,3,105,8,97,44100.0
694,17,36,1,148,27,121,53280.0
695,17,36,2,117,18,99,42120.0
696,17,36,3,208,20,188,74880.0
697,17,37,1,179,14,165,91290.0
698,17,37,2,110,17,93,56100.0
699,17,37,3,102,12,90,52020.0
700,17,38,1,225,24,201,100125.0
701,17,38,2,69,9,60,30705.0
702,17,38,3,43,3,40,19135.0
703,17,39,1,52,9,43,45760.0
704,17,39,2,75,5,70,66000.0
705,17,39,3,37,4,33,32560.0
706,17,40,1,264,16,248,125400.0
707,17,40,2,43,8,35,20425.0
708,17,40,3,59,3,56,28025.0
709,17,41,1,263,16,247,90735.0
710,17,41,2,89,5,84,30705.0
711,17,41,3,37,2,35,12765.0
712,17,42,1,91,16,75,69160.0
713,17,42,2,83,15,68,63080.0
714,17,42,3,113,8,105,85880.0
715,17,43,1,65,5,60,61750.0
716,17,43,2,88,5,83,83600.0
717,17,43,3,69,7,62,65550.0
718,17,44,1,182,31,151,103740.0
719,17,44,2,38,3,35,21660.0
720,17,44,3,16,2,14,9120.0
721,17,45,1,116,17,99,58580.0
722,17,45,2,16,2,14,8080.0
723,17,45,3,62,7,55,31310.0
724,17,46,1,186,9,177,58590.0
725,17,46,2,21,2,19,6615.0
726,17,46,3,87,12,75,27405.0
727,17,47,1,267,15,252,101460.0
728,17,47,2,73,9,64,27740.0
729,17,47,3,78,11,67,29640.0
730,17,48,1,80,15,65,34400.0
731,17,48,2,213,17,196,91590.0
