return_id,date_id,product_id,customer_id,order_id,return_quantity,refund_amount,return_rate_flag,return_reason
51,37,97,12769,ORD-20220107-96264,1,299.0,1,delivery_issue
52,21,32,36175,ORD-20220107-71659,1,899.0,1,delivery_issue
53,14,70,8437,ORD-20220107-74700,3,387.0,1,wrong_item
54,28,69,22769,ORD-20220107-20162,2,232.2,1,delivery_issue
55,20,19,31791,ORD-20220107-56770,1,379.05,1,not_as_described
56,23,26,16730,ORD-20220107-11409,2,358.0,1,not_as_described
57,30,34,15500,ORD-20220108-29641,1,999.0,1,not_as_described
58,13,75,40531,ORD-20220108-39789,1,314.1,1,not_as_described
59,14,49,19031,ORD-20220108-54515,1,499.0,1,defective_product
60,18,35,26147,ORD-20220108-66402,1,699.0,1,defective_product
61,36,17,46137,ORD-20220108-74364,1,594.15,1,delivery_issue
62,23,15,42560,ORD-20220108-78107,1,299.0,1,not_as_described
63,20,59,18132,ORD-20220108-67707,1,1799.0,1,defective_product
64,30,95,31759,ORD-20220108-24217,1,149.0,1,defective_product
65,25,61,7280,ORD-20220108-69157,1,999.0,1,changed_mind
66,13,30,5007,ORD-20220108-99630,1,1299.0,1,compatibility_issue
67,19,17,7147,ORD-20220108-31477,1,699.0,1,changed_mind
68,33,17,20574,ORD-20220108-96925,1,629.1,1,not_as_described
69,37,97,21348,ORD-20220108-55297,1,299.0,1,delivery_issue
70,26,66,36113,ORD-20220108-80269,1,899.0,1,not_as_described
71,15,34,27735,ORD-20220109-13559,1,999.0,1,changed_mind
72,38,1,14993,ORD-20220109-48867,1,1299.0,1,wrong_item
73,18,83,14585,ORD-20220109-54728,1,399.0,1,defective_product
74,24,92,39299,ORD-20220109-66530,2,2438.0,1,changed_mind
75,18,85,27755,ORD-20220109-89441,1,449.0,1,wrong_item
76,34,58,37837,ORD-20220109-63473,1,1699.0,1,defective_product
77,26,76,13761,ORD-20220109-46271,1,1329.0,1,defective_product
78,19,68,6911,ORD-20220109-26045,1,103.55,1,changed_mind
79,26,66,14900,ORD-20220109-21672,1,899.0,1,not_as_described
80,30,71,3057,ORD-20220109-21153,1,79.0,1,delivery_issue
81,30,18,49227,ORD-20220109-85477,1,599.0,1,not_as_described
82,28,66,30196,ORD-20220110-53147,1,899.0,1,defective_product
83,22,56,13739,ORD-20220110-72117,3,6597.0,1,changed_mind
84,15,2,24377,ORD-20220110-93203,1,2124.15,1,not_as_described
85,37,57,25897,ORD-20220110-31156,1,1699.15,1,changed_mind
86,22,55,23949,ORD-20220110-65764,1,1424.05,1,wrong_item
87,17,69,35257,ORD-20220110-32895,1,129.0,1,changed_mind
88,28,11,10820,ORD-20220110-21091,1,449.0,1,not_as_described
89,16,25,26389,ORD-20220110-45086,2,398.0,1,changed_mind
90,21,95,38114,ORD-20220110-39174,1,149.0,1,defective_product
91,26,65,34483,ORD-20220111-63067,1,1599.0,1,delivery_issue
92,37,93,45831,ORD-20220111-16095,1,59.0,1,compatibility_issue
93,28,59,15601,ORD-20220111-17522,1,1799.0,1,changed_mind
94,31,71,18695,ORD-20220111-12011,2,158.0,1,delivery_issue
95,14,37,23073,ORD-20220111-50460,1,799.0,1,not_as_described
96,27,65,40677,ORD-20220111-47338,2,3198.0,1,defective_product
97,37,22,411,ORD-20220111-84007,1,299.0,1,defective_product
98,40,77,41200,ORD-20220111-94634,1,1029.0,1,delivery_issue
99,31,63,22736,ORD-20220112-76777,1,1599.0,1,not_as_described
100,17,85,6868,ORD-20220112-22755,1,449.0,1,not_as_described
101,26,97,46828,ORD-20220112-96064,1,299.0,1,defective_product
102,33,60,16708,ORD-20220112-45027,1,1199.0,1,defective_product
103,19,92,15944,ORD-20220112-86152,1,1219.0,1,defective_product
104,29,95,16096,ORD-20220112-43336,1,149.0,1,delivery_issue
105,21,19,370,ORD-20220113-82354,1,399.0,1,compatibility_issue
106,25,25,28717,ORD-20220113-74005,1,199.0,1,changed_mind
107,27,5,39486,ORD-20220113-82156,2,2998.0,1,compatibility_issue
108,23,80,32974,ORD-20220113-83903,1,1099.0,1,compatibility_issue
109,31,25,32332,ORD-20220113-68616,3,597.0,1,changed_mind
110,33,58,20911,ORD-20220113-58269,2,3398.0,1,not_as_described
111,24,20,46494,ORD-20220113-14956,1,349.0,1,changed_mind
112,41,1,22176,ORD-20220113-37371,1,1299.0,1,compatibility_issue
113,32,36,20109,ORD-20220114-39300,1,599.0,1,wrong_item
114,31,35,23893,ORD-20220114-28550,1,699.0,1,not_as_described
115,28,2,24136,ORD-20220114-48810,1,2374.05,1,compatibility_issue
116,28,75,38102,ORD-20220114-37046,1,349.0,1,not_as_described
117,43,59,150,ORD-20220114-90875,1,1799.0,1,wrong_item
118,18,36,15746,ORD-20220114-54457,1,599.0,1,delivery_issue
119,18,35,12015,ORD-20220114-80231,1,699.0,1,compatibility_issue
120,24,61,2353,ORD-20220114-25073,1,999.0,1,not_as_described
121,35,8,7535,ORD-20220114-55996,1,1799.0,1,changed_mind
122,33,34,32318,ORD-20220114-16006,1,999.0,1,compatibility_issue
123,20,44,6366,ORD-20220114-11998,1,899.0,1,defective_product
124,30,36,46534,ORD-20220115-60792,1,509.15,1,compatibility_issue
125,40,33,35954,ORD-20220115-69935,1,799.0,1,changed_mind
126,18,74,34203,ORD-20220115-80849,2,598.0,1,not_as_described
127,36,54,25296,ORD-20220115-21052,3,282.15,1,changed_mind
128,41,42,23815,ORD-20220115-91619,1,1079.1,1,defective_product
129,20,4,27159,ORD-20220115-37799,1,314.1,1,compatibility_issue
130,41,5,37013,ORD-20220115-48570,1,1349.1,1,defective_product
131,37,17,24160,ORD-20220115-10488,2,1398.0,1,defective_product
132,29,8,49349,ORD-20220115-98873,1,1799.0,1,defective_product
133,27,17,4973,ORD-20220115-72015,1,699.0,1,changed_mind
134,31,7,12033,ORD-20220116-98242,1,599.0,1,wrong_item
135,41,17,33584,ORD-20220116-23336,1,664.05,1,wrong_item
136,38,36,16099,ORD-20220116-73398,1,599.0,1,changed_mind
137,36,36,18153,ORD-20220117-52852,1,599.0,1,not_as_described
138,38,5,25498,ORD-20220117-18737,1,1499.0,1,delivery_issue
139,42,6,27314,ORD-20220117-71917,2,4398.0,1,changed_mind
140,32,59,2378,ORD-20220117-81665,2,3598.0,1,defective_product
141,23,98,27228,ORD-20220117-96023,1,249.0,1,changed_mind
142,36,90,22784,ORD-20220117-80233,1,849.0,1,defective_product
143,20,95,12827,ORD-20220117-72114,1,134.1,1,wrong_item
144,30,94,28449,ORD-20220118-15025,1,89.1,1,defective_product
145,37,14,1804,ORD-20220118-93626,1,749.0,1,defective_product
146,45,66,27618,ORD-20220118-53257,1,899.0,1,delivery_issue
147,46,84,6746,ORD-20220119-81373,1,899.0,1,changed_mind
148,48,69,46542,ORD-20220119-93643,1,129.0,1,changed_mind
149,24,78,13876,ORD-20220119-89319,1,1349.0,1,not_as_described
150,37,65,24896,ORD-20220120-17666,1,1599.0,1,delivery_issue
151,39,21,33452,ORD-20220120-43919,1,296.1,1,changed_mind
152,37,74,40763,ORD-20220120-92850,1,299.0,1,not_as_described
153,24,82,18872,ORD-20220120-26363,1,849.0,1,not_as_described
154,49,76,37896,ORD-20220120-11684,1,1329.0,1,not_as_described
155,26,62,16876,ORD-20220120-34759,1,1299.0,1,not_as_described
156,50,95,9431,ORD-20220120-16393,1,149.0,1,changed_mind
157,32,74,439,ORD-20220120-83292,1,299.0,1,compatibility_issue
158,48,36,4931,ORD-20220120-27700,1,599.0,1,defective_product
159,38,65,30085,ORD-20220121-19966,1,1599.0,1,not_as_described
160,38,94,33651,ORD-20220121-39552,1,94.05,1,delivery_issue
161,51,24,4074,ORD-20220121-84221,1,279.0,1,changed_mind
162,42,91,33256,ORD-20220121-17035,1,819.0,1,defective_product
163,40,41,4391,ORD-20220121-45866,1,549.0,1,wrong_item
164,36,15,34611,ORD-20220121-43132,1,299.0,1,not_as_described
165,25,66,45574,ORD-20220122-85543,1,899.0,1,defective_product
166,37,91,17610,ORD-20220122-77344,1,819.0,1,defective_product
167,51,67,34781,ORD-20220122-40942,1,999.0,1,not_as_described
168,53,95,14850,ORD-20220123-63074,1,149.0,1,not_as_described
169,53,16,48110,ORD-20220123-25224,1,449.0,1,not_as_described
170,32,16,35037,ORD-20220123-36335,1,426.55,1,not_as_described
171,37,11,4197,ORD-20220123-73082,1,449.0,1,defective_product
172,48,8,33751,ORD-20220124-18921,1,1799.0,1,defective_product
173,29,14,21776,ORD-20220124-51584,2,1498.0,1,defective_product
174,43,11,41425,ORD-20220124-29661,1,449.0,1,changed_mind
175,30,24,38779,ORD-20220124-29636,1,279.0,1,compatibility_issue
176,31,59,6343,ORD-20220124-20274,1,1799.0,1,delivery_issue
177,29,7,38468,ORD-20220124-41663,1,599.0,1,delivery_issue
178,27,83,46866,ORD-20220124-46729,1,399.0,1,wrong_item
179,41,55,30123,ORD-20220125-13089,1,1499.0,1,changed_mind
180,41,57,1298,ORD-20220125-49917,1,1999.0,1,defective_product
181,30,96,48781,ORD-20220126-55414,1,199.0,1,delivery_issue
182,48,65,26853,ORD-20220126-84759,1,1599.0,1,not_as_described
183,39,79,5791,ORD-20220127-81182,1,899.0,1,defective_product
184,41,21,14396,ORD-20220127-49003,1,329.0,1,defective_product
185,52,25,35132,ORD-20220127-75583,1,199.0,1,not_as_described
186,38,5,16710,ORD-20220128-62997,1,1499.0,1,defective_product
187,56,85,207,ORD-20220128-77344,2,898.0,1,wrong_item
188,38,14,3718,ORD-20220128-82042,1,749.0,1,changed_mind
189,45,61,28500,ORD-20220128-33051,1,899.1,1,not_as_described
190,51,21,21230,ORD-20220128-78625,1,329.0,1,not_as_described
191,37,93,48671,ORD-20220128-10862,1,59.0,1,compatibility_issue
192,39,10,26838,ORD-20220129-16089,1,2519.1,1,not_as_described
193,56,66,41243,ORD-20220129-77330,1,899.0,1,delivery_issue
194,57,64,18809,ORD-20220129-52127,1,699.0,1,delivery_issue
195,48,67,45014,ORD-20220129-80945,1,999.0,1,defective_product
196,43,5,46600,ORD-20220129-74256,2,2998.0,1,wrong_item
197,38,36,3270,ORD-20220129-84273,1,539.1,1,defective_product
198,59,76,221,ORD-20220129-41493,1,1329.0,1,changed_mind
199,48,86,3391,ORD-20220129-58607,1,899.0,1,compatibility_issue
200,37,39,34827,ORD-20220130-34765,1,1329.05,1,defective_product
201,48,3,22231,ORD-20220130-10557,1,499.0,1,not_as_described
202,53,32,36018,ORD-20220130-11390,1,899.0,1,not_as_described
203,60,45,27345,ORD-20220130-18913,1,799.0,1,wrong_item
204,48,8,29087,ORD-20220130-29123,1,1799.0,1,delivery_issue
205,54,5,11351,ORD-20220130-48620,1,1499.0,1,not_as_described
206,36,76,22593,ORD-20220130-75846,2,2658.0,1,wrong_item
207,34,79,25630,ORD-20220130-31053,1,899.0,1,defective_product
208,60,16,49584,ORD-20220131-34798,1,449.0,1,wrong_item
209,50,53,26847,ORD-20220131-49796,1,149.0,1,not_as_described
210,49,14,47941,ORD-20220131-48992,1,749.0,1,wrong_item
211,42,6,48290,ORD-20220131-20437,1,2199.0,1,delivery_issue
212,37,89,43647,ORD-20220201-19586,1,224.1,1,defective_product
213,60,8,39838,ORD-20220201-53731,1,1799.0,1,defective_product
214,53,32,42902,ORD-20220201-80331,1,899.0,1,compatibility_issue
215,55,59,48116,ORD-20220201-67033,1,1799.0,1,defective_product
216,53,66,40983,ORD-20220201-42346,1,899.0,1,defective_product
217,35,74,23248,ORD-20220201-54119,1,299.0,1,defective_product
218,60,24,37486,ORD-20220201-14385,1,279.0,1,delivery_issue
219,49,94,22242,ORD-20220202-24330,1,99.0,1,defective_product
220,63,22,7647,ORD-20220202-21007,1,299.0,1,not_as_described
221,53,26,41718,ORD-20220202-27315,1,179.0,1,changed_mind
222,54,33,44357,ORD-20220202-16223,2,1598.0,1,not_as_described
223,37,85,38453,ORD-20220202-86182,1,449.0,1,defective_product
224,58,19,7971,ORD-20220202-83623,1,399.0,1,delivery_issue
225,41,33,15533,ORD-20220202-24513,1,799.0,1,defective_product
226,49,25,27475,ORD-20220202-91988,1,199.0,1,changed_mind
227,57,98,10679,ORD-20220202-61501,1,249.0,1,defective_product
228,59,65,44112,ORD-20220202-26672,2,3038.1,1,not_as_described
229,51,33,31535,ORD-20220202-90135,1,799.0,1,delivery_issue
230,41,72,4688,ORD-20220202-23481,1,129.0,1,wrong_item
231,50,95,23447,ORD-20220203-94079,1,149.0,1,not_as_described
232,42,97,23326,ORD-20220203-69490,1,299.0,1,defective_product
233,37,72,12723,ORD-20220203-52550,1,129.0,1,wrong_item
234,54,37,26441,ORD-20220204-57563,1,799.0,1,wrong_item
235,51,97,41642,ORD-20220204-17763,2,598.0,1,not_as_described
236,38,32,31891,ORD-20220204-76381,1,899.0,1,defective_product
237,43,31,34679,ORD-20220204-90982,1,989.1,1,delivery_issue
238,60,61,28042,ORD-20220204-74393,1,999.0,1,wrong_item
239,42,7,36733,ORD-20220205-98623,2,1078.2,1,delivery_issue
240,50,3,14576,ORD-20220205-15198,1,499.0,1,defective_product
241,54,45,44886,ORD-20220205-78768,1,799.0,1,not_as_described
242,47,72,33603,ORD-20220205-78346,1,129.0,1,not_as_described
243,65,29,12380,ORD-20220205-25139,1,849.15,1,defective_product
244,55,56,3311,ORD-20220205-56250,1,2199.0,1,compatibility_issue
245,51,97,20871,ORD-20220205-47339,1,299.0,1,delivery_issue
246,52,92,20173,ORD-20220205-14119,2,2194.2,1,delivery_issue
247,61,18,33862,ORD-20220205-21038,1,599.0,1,defective_product
248,45,76,1253,ORD-20220205-44385,1,1329.0,1,compatibility_issue
249,40,75,9243,ORD-20220205-57435,1,349.0,1,compatibility_issue
250,62,8,17826,ORD-20220206-99736,1,1799.0,1,defective_product
251,44,85,662,ORD-20220206-83268,1,449.0,1,wrong_item
252,64,1,32028,ORD-20220206-94777,1,1299.0,1,changed_mind
253,61,95,1811,ORD-20220206-60091,1,149.0,1,wrong_item
254,60,59,9881,ORD-20220206-98230,1,1619.1,1,defective_product
255,57,79,32773,ORD-20220206-80926,2,1798.0,1,delivery_issue
256,45,97,16889,ORD-20220206-92021,1,299.0,1,wrong_item
257,60,66,35957,ORD-20220206-82238,1,764.15,1,defective_product
258,55,14,38588,ORD-20220207-34277,1,749.0,1,delivery_issue
259,58,87,48070,ORD-20220207-78136,1,299.0,1,delivery_issue
260,61,78,17226,ORD-20220207-38897,1,1349.0,1,delivery_issue
261,67,27,18913,ORD-20220207-33282,1,134.1,1,wrong_item
262,47,72,6790,ORD-20220208-22426,1,129.0,1,changed_mind
263,46,7,48007,ORD-20220208-58516,1,599.0,1,defective_product
264,68,24,773,ORD-20220208-49818,1,279.0,1,delivery_issue
265,56,40,44195,ORD-20220208-65275,1,749.0,1,delivery_issue
266,66,56,8663,ORD-20220208-13259,1,2199.0,1,delivery_issue
267,52,93,13128,ORD-20220208-75349,1,56.05,1,delivery_issue
268,70,73,10546,ORD-20220210-81625,1,109.0,1,wrong_item
269,48,91,24282,ORD-20220210-54229,1,819.0,1,delivery_issue
270,71,76,46657,ORD-20220210-75565,1,1329.0,1,defective_product
271,53,18,14774,ORD-20220210-47431,1,599.0,1,delivery_issue
272,51,34,4919,ORD-20220210-41010,1,999.0,1,delivery_issue
273,51,65,3952,ORD-20220210-91021,1,1599.0,1,defective_product
274,71,95,7441,ORD-20220211-87708,2,298.0,1,defective_product
275,59,82,40789,ORD-20220211-58900,1,849.0,1,defective_product
276,63,25,33317,ORD-20220211-85513,1,199.0,1,delivery_issue
277,64,21,25768,ORD-20220211-21105,1,329.0,1,defective_product
278,50,14,34717,ORD-20220211-15364,1,749.0,1,wrong_item
279,62,67,36140,ORD-20220211-30681,1,999.0,1,not_as_described
280,58,51,39512,ORD-20220211-94037,1,599.0,1,defective_product
281,59,23,2523,ORD-20220211-50247,1,170.05,1,delivery_issue
282,47,5,18885,ORD-20220211-33342,1,1499.0,1,delivery_issue
283,60,14,4240,ORD-20220212-65010,1,749.0,1,changed_mind
284,68,55,23732,ORD-20220212-76221,1,1499.0,1,changed_mind
285,59,65,46836,ORD-20220212-87247,2,2878.2,1,defective_product
286,54,1,8640,ORD-20220212-40799,1,1299.0,1,delivery_issue
287,71,38,10341,ORD-20220212-22941,1,699.0,1,not_as_described
288,52,6,29130,ORD-20220212-32695,1,2199.0,1,defective_product
289,56,98,36095,ORD-20220212-32263,2,498.0,1,delivery_issue
290,60,80,30860,ORD-20220212-73436,1,1099.0,1,delivery_issue
291,62,34,5254,ORD-20220212-70309,1,999.0,1,delivery_issue
292,57,1,23287,ORD-20220213-66406,1,1299.0,1,not_as_described
293,47,21,41034,ORD-20220213-41386,1,279.65,1,defective_product
294,60,92,31161,ORD-20220213-38765,1,1219.0,1,not_as_described
295,56,76,18298,ORD-20220213-22263,1,1262.55,1,not_as_described
296,48,22,23786,ORD-20220214-15411,1,254.15,1,defective_product
297,56,47,46392,ORD-20220214-90019,1,569.05,1,defective_product
298,68,1,49174,ORD-20220214-96622,1,1299.0,1,defective_product
299,53,58,17530,ORD-20220215-55254,1,1699.0,1,compatibility_issue
300,50,74,48216,ORD-20220215-14264,1,299.0,1,defective_product
301,59,66,18036,ORD-20220215-71862,1,899.0,1,compatibility_issue
302,54,63,10261,ORD-20220215-74251,1,1599.0,1,compatibility_issue
303,71,67,38449,ORD-20220215-43032,1,949.05,1,defective_product
304,67,95,22029,ORD-20220216-57509,1,149.0,1,not_as_described
305,59,97,36505,ORD-20220216-82815,1,299.0,1,not_as_described
306,59,67,31777,ORD-20220216-51208,1,999.0,1,compatibility_issue
307,60,33,18814,ORD-20220216-12877,1,799.0,1,not_as_described
308,76,37,20609,ORD-20220216-66062,1,799.0,1,defective_product
309,58,77,23646,ORD-20220216-91866,1,1029.0,1,changed_mind
310,64,72,32718,ORD-20220216-34779,1,122.55,1,compatibility_issue
311,67,1,34437,ORD-20220216-66600,1,1299.0,1,not_as_described
312,53,5,42907,ORD-20220217-51659,1,1499.0,1,not_as_described
313,51,23,48545,ORD-20220217-69692,1,179.0,1,delivery_issue
314,64,8,45633,ORD-20220217-43502,1,1799.0,1,changed_mind
315,55,93,28367,ORD-20220217-83395,1,59.0,1,not_as_described
316,63,17,29695,ORD-20220217-26120,1,699.0,1,defective_product
317,74,37,12398,ORD-20220217-89124,1,799.0,1,defective_product
318,74,2,35929,ORD-20220217-11669,1,2249.1,1,changed_mind
319,58,8,33613,ORD-20220218-79467,1,1799.0,1,changed_mind
320,70,51,10470,ORD-20220218-80734,1,599.0,1,changed_mind
321,59,2,23277,ORD-20220218-31613,1,2499.0,1,compatibility_issue
322,62,79,10011,ORD-20220218-43600,1,899.0,1,defective_product
323,64,95,24546,ORD-20220218-33955,1,149.0,1,defective_product
324,64,53,13543,ORD-20220218-71070,1,149.0,1,delivery_issue
325,55,73,28827,ORD-20220219-81185,1,109.0,1,defective_product
326,59,95,11038,ORD-20220219-27607,1,141.55,1,delivery_issue
327,80,64,26640,ORD-20220219-55280,1,699.0,1,wrong_item
328,58,18,26202,ORD-20220219-69210,1,569.05,1,delivery_issue
329,75,95,32711,ORD-20220219-27960,1,149.0,1,not_as_described
330,54,86,37996,ORD-20220219-80611,1,854.05,1,defective_product
331,55,77,1811,ORD-20220220-22157,1,1029.0,1,compatibility_issue
332,81,79,49151,ORD-20220220-48497,1,899.0,1,delivery_issue
333,55,35,30981,ORD-20220220-32838,1,699.0,1,compatibility_issue
334,66,76,10920,ORD-20220220-20935,2,2658.0,1,delivery_issue
335,65,41,27928,ORD-20220220-30999,1,549.0,1,delivery_issue
336,59,92,18740,ORD-20220220-43126,1,1097.1,1,not_as_described
337,74,19,24909,ORD-20220220-49504,1,379.05,1,changed_mind
338,70,57,24661,ORD-20220221-19570,1,1799.1,1,wrong_item
339,57,66,46705,ORD-20220221-21996,1,899.0,1,not_as_described
340,73,85,17990,ORD-20220221-56175,1,449.0,1,compatibility_issue
341,81,61,18587,ORD-20220221-59671,1,999.0,1,delivery_issue
342,68,79,17412,ORD-20220221-83242,1,899.0,1,compatibility_issue
343,56,90,30691,ORD-20220222-46318,2,1528.2,1,changed_mind
344,72,69,37319,ORD-20220222-13908,1,129.0,1,defective_product
345,76,61,32214,ORD-20220222-12230,1,999.0,1,not_as_described
346,62,94,24044,ORD-20220223-60255,1,99.0,1,defective_product
347,74,30,27188,ORD-20220223-55643,1,1299.0,1,wrong_item
348,75,24,39679,ORD-20220224-85994,1,279.0,1,wrong_item
349,62,46,17847,ORD-20220224-71364,1,499.0,1,defective_product
350,84,29,32357,ORD-20220224-64602,1,999.0,1,not_as_described
351,65,94,15768,ORD-20220224-96296,2,198.0,1,defective_product
352,65,58,9639,ORD-20220225-61345,1,1529.1,1,delivery_issue
353,84,18,34689,ORD-20220225-14268,1,599.0,1,delivery_issue
354,81,38,40882,ORD-20220226-34876,1,699.0,1,changed_mind
355,73,11,22320,ORD-20220226-90890,1,426.55,1,changed_mind
356,66,89,30639,ORD-20220227-66046,1,224.1,1,defective_product
357,79,67,9951,ORD-20220227-72667,1,999.0,1,changed_mind
358,69,85,49108,ORD-20220227-19150,1,449.0,1,changed_mind
359,63,73,40076,ORD-20220227-32947,2,218.0,1,delivery_issue
360,89,58,43764,ORD-20220228-74141,1,1699.0,1,delivery_issue
361,77,10,46609,ORD-20220228-54254,1,2799.0,1,delivery_issue
362,83,27,32714,ORD-20220228-79478,1,149.0,1,changed_mind
363,82,23,42298,ORD-20220228-79682,1,170.05,1,not_as_described
364,88,55,35123,ORD-20220228-58274,1,1424.05,1,not_as_described
365,75,92,28825,ORD-20220228-39865,1,1219.0,1,delivery_issue
366,64,68,37114,ORD-20220301-79390,1,109.0,1,defective_product
367,78,81,13898,ORD-20220301-33379,1,799.0,1,defective_product
368,86,67,27187,ORD-20220301-94778,1,999.0,1,delivery_issue
369,87,29,18252,ORD-20220301-65165,1,949.05,1,changed_mind
370,83,5,36739,ORD-20220301-28630,2,2998.0,1,compatibility_issue
371,66,74,19193,ORD-20220302-92312,1,299.0,1,not_as_described
372,86,11,26707,ORD-20220302-28008,2,898.0,1,defective_product
373,82,72,10338,ORD-20220302-20094,1,129.0,1,changed_mind
374,71,48,45316,ORD-20220302-11876,1,629.1,1,defective_product
375,79,12,44052,ORD-20220302-61595,1,899.0,1,defective_product
376,79,10,10901,ORD-20220302-29117,1,2799.0,1,not_as_described
377,84,6,48720,ORD-20220302-54868,1,2089.05,1,compatibility_issue
378,77,19,22668,ORD-20220302-24684,1,379.05,1,defective_product
379,67,92,22609,ORD-20220302-81176,1,1219.0,1,compatibility_issue
380,79,60,402,ORD-20220302-19862,1,1199.0,1,changed_mind
381,71,64,3634,ORD-20220302-36320,1,699.0,1,wrong_item
382,91,72,30238,ORD-20220303-18855,1,129.0,1,compatibility_issue
383,87,92,31924,ORD-20220303-27890,1,1219.0,1,defective_product
384,92,98,29058,ORD-20220303-39332,1,249.0,1,delivery_issue
385,77,67,22966,ORD-20220303-81638,2,1998.0,1,defective_product
386,81,58,41856,ORD-20220303-28019,1,1699.0,1,changed_mind
387,84,63,27004,ORD-20220303-35759,1,1599.0,1,delivery_issue
388,89,42,21196,ORD-20220304-94663,1,1199.0,1,changed_mind
389,77,40,12246,ORD-20220304-95964,1,749.0,1,not_as_described
390,68,52,28694,ORD-20220304-99183,1,349.0,1,changed_mind
391,86,20,18012,ORD-20220304-44488,1,349.0,1,defective_product
392,86,20,1075,ORD-20220305-22555,2,698.0,1,compatibility_issue
393,68,94,19,ORD-20220305-41626,1,99.0,1,defective_product
394,77,95,46514,ORD-20220305-78893,1,141.55,1,defective_product
395,70,94,35088,ORD-20220305-26089,1,99.0,1,defective_product
396,70,8,1425,ORD-20220305-21417,1,1799.0,1,not_as_described
397,70,19,27693,ORD-20220305-95053,1,399.0,1,changed_mind
398,74,6,22229,ORD-20220305-31615,2,4398.0,1,delivery_issue
399,86,6,46877,ORD-20220305-91184,3,6597.0,1,compatibility_issue
400,68,94,22171,ORD-20220305-47629,1,94.05,1,not_as_described
401,70,68,43437,ORD-20220305-73617,1,103.55,1,not_as_described
402,94,79,37820,ORD-20220305-40886,2,1798.0,1,delivery_issue
403,87,97,27127,ORD-20220306-95286,1,299.0,1,delivery_issue
404,80,22,48265,ORD-20220306-66730,1,299.0,1,compatibility_issue
