order_id,date_id,customer_id,store_id,order_value,item_count,delivery_time_days,order_status_flag
ORD-20220101-36779,1,41021,,2262.6,4,3,0
ORD-20220101-97229,1,20997,25,899.0,1,0,0
ORD-20220101-24200,1,38435,1,9725.0,3,0,0
ORD-20220101-29241,1,45167,,1158.05,1,3,0
ORD-20220101-72731,1,24249,,3887.05,2,4,0
ORD-20220101-19640,1,10336,20,3288.2,5,0,0
ORD-20220101-13702,1,27076,,284.05,1,3,0
ORD-20220101-68234,1,37387,,1973.05,2,3,0
ORD-20220101-42353,1,8650,5,6065.05,4,0,0
ORD-20220101-75356,1,30893,27,3383.15,4,0,0
ORD-20220101-53711,1,46,,1799.0,1,2,0
ORD-20220101-96326,1,18892,,298.0,1,3,0
ORD-20220101-93279,1,12420,,218.0,1,4,0
ORD-20220101-89985,1,47103,,2895.2,4,4,1
ORD-20220101-75370,1,17242,4,299.0,1,0,0
ORD-20220101-94047,1,32076,,59.0,1,10,0
ORD-20220101-41358,1,27493,17,1196.35,4,0,0
ORD-20220101-78784,1,43375,19,599.0,1,0,0
ORD-20220101-59991,1,27324,,899.0,1,4,0
ORD-20220101-58603,1,23099,2,999.0,1,0,0
ORD-20220101-66675,1,15099,10,778.05,1,0,0
ORD-20220101-53831,1,3483,5,2396.0,3,0,0
ORD-20220101-37689,1,3666,6,1698.0,2,0,0
ORD-20220101-18684,1,16859,,1934.15,3,2,0
ORD-20220101-63529,1,38791,,1599.0,1,4,0
ORD-20220101-93520,1,42708,18,129.0,1,0,0
ORD-20220101-14410,1,46586,,1799.0,1,5,0
ORD-20220101-18202,1,41436,,2246.0,3,5,2
ORD-20220101-78762,1,22354,,699.0,1,3,1
ORD-20220101-57929,1,46962,,1262.55,1,10,0
ORD-20220101-85117,1,41379,12,793.05,3,0,0
ORD-20220101-51336,1,27000,,9717.15,5,4,1
ORD-20220101-31390,1,20977,,1519.05,1,3,2
ORD-20220101-61846,1,8039,11,1347.0,1,0,0
ORD-20220101-17087,1,9302,,1548.0,2,3,0
ORD-20220101-30891,1,45931,17,94.05,1,0,0
ORD-20220101-34376,1,33160,,179.0,1,3,0
ORD-20220101-86333,1,14006,,3944.0,4,5,0
ORD-20220101-18992,1,20080,,1329.0,1,3,0
ORD-20220101-67210,1,30484,,799.0,1,7,0
ORD-20220101-45867,1,49933,,599.0,1,4,0
ORD-20220101-84466,1,42260,20,2591.05,4,0,0
ORD-20220101-68499,1,5284,,2658.0,1,3,0
ORD-20220101-51549,1,400,6,161.1,1,0,0
ORD-20220101-62349,1,23363,,388.1,2,3,0
ORD-20220101-94442,1,12992,9,1198.0,1,0,0
ORD-20220101-76285,1,35132,,1349.0,1,3,0
ORD-20220101-30160,1,25062,17,2398.0,2,0,0
ORD-20220101-41638,1,23440,21,548.0,2,0,0
ORD-20220101-87460,1,34454,,1099.0,1,2,0
ORD-20220101-97917,1,39023,,179.0,1,3,0
ORD-20220101-36939,1,35361,,949.05,1,3,0
ORD-20220101-74662,1,33901,,499.0,1,2,0
ORD-20220101-75760,1,11563,3,8722.0,5,0,0
ORD-20220101-80321,1,6641,,759.05,1,10,0
ORD-20220101-65113,1,41712,,3137.85,4,2,0
ORD-20220101-87768,1,26822,,150.1,1,5,2
ORD-20220101-57721,1,9513,24,2576.0,2,0,0
ORD-20220101-17442,1,2526,,3666.1,4,5,0
ORD-20220101-80557,1,26260,,999.0,1,7,1
ORD-20220101-23554,1,28528,,2696.0,3,10,0
ORD-20220101-81272,1,45672,,109.0,1,2,1
ORD-20220101-82866,1,42290,4,5096.0,2,0,0
ORD-20220101-17737,1,45382,,449.0,1,2,0
ORD-20220101-38837,1,11254,,748.0,2,7,0
ORD-20220101-33163,1,24293,,2410.2,5,3,0
ORD-20220101-15385,1,28012,,2048.1,2,4,0
ORD-20220101-60340,1,22338,,509.15,1,4,0
ORD-20220101-49626,1,43352,,1181.1,3,7,0
ORD-20220101-54669,1,7471,,2799.0,1,5,2
ORD-20220101-47600,1,31067,,399.0,1,3,0
ORD-20220101-86539,1,37552,5,4355.0,5,0,0
ORD-20220101-31761,1,43385,14,1728.0,2,0,0
ORD-20220101-18687,1,34529,9,449.0,1,0,0
ORD-20220101-27832,1,1783,,849.0,1,3,0
ORD-20220101-93229,1,31162,,4330.55,4,3,0
ORD-20220101-52199,1,23644,,1599.0,1,3,0
ORD-20220101-47707,1,21678,,59.0,1,7,0
ORD-20220101-68731,1,44887,,299.0,1,3,0
ORD-20220101-44708,1,19951,,2198.0,1,4,0
ORD-20220101-49998,1,11047,,7569.05,5,7,0
ORD-20220101-64611,1,44506,,1399.0,1,5,0
ORD-20220101-44259,1,15713,16,2050.05,4,0,0
ORD-20220101-62426,1,42324,,999.0,1,3,0
ORD-20220101-51682,1,6903,19,2963.15,2,0,0
ORD-20220101-80561,1,35896,,1299.0,1,3,2
ORD-20220101-71548,1,33705,,349.0,1,5,0
ORD-20220101-20183,1,17430,14,238.0,2,0,0
ORD-20220101-31865,1,11188,21,647.0,2,0,0
ORD-20220101-33599,1,6982,,599.0,1,2,0
ORD-20220101-54648,1,48628,,799.0,1,2,0
ORD-20220101-92902,1,36753,23,999.0,1,0,0
ORD-20220101-40576,1,19487,27,426.55,1,0,0
ORD-20220101-18312,1,36755,,1226.1,2,7,0
ORD-20220101-68316,1,43180,23,721.55,2,0,0
ORD-20220101-20605,1,17153,10,1219.0,1,0,0
ORD-20220101-81622,1,28880,28,2199.0,1,0,0
ORD-20220101-14656,1,709,,1625.05,5,3,0
ORD-20220101-12540,1,13299,11,2647.0,3,0,0
ORD-20220101-98360,1,45946,,999.0,1,5,0
ORD-20220101-32622,1,30231,,3147.0,3,4,0
ORD-20220101-48845,1,28746,,1698.0,2,2,0
ORD-20220101-74206,1,24801,,1619.1,1,3,0
ORD-20220101-80843,1,27695,,1497.0,2,1,0
ORD-20220101-12965,1,23505,,2996.0,4,14,0
ORD-20220101-50488,1,7160,,699.0,1,1,0
ORD-20220101-31905,1,43545,,1498.0,2,5,0
ORD-20220101-66000,1,1773,17,179.0,1,0,0
ORD-20220101-51814,1,26412,,2397.0,2,10,0
ORD-20220101-52453,1,10225,,1329.0,1,7,0
ORD-20220101-18136,1,45043,,1499.0,1,2,0
ORD-20220101-21156,1,44104,,1198.05,2,5,2
ORD-20220101-40939,1,27595,,399.0,1,3,0
ORD-20220101-40787,1,34156,,2799.0,1,4,0
ORD-20220101-73982,1,20837,,79.0,1,4,0
ORD-20220101-71018,1,20144,6,2278.0,2,0,0
ORD-20220101-74151,1,13371,,2465.1,4,2,0
ORD-20220101-54826,1,26721,,2545.05,5,3,0
ORD-20220101-45090,1,41400,,1799.0,1,4,0
ORD-20220101-12078,1,20652,,1299.0,1,2,0
ORD-20220101-54434,1,47830,,4938.05,5,3,0
ORD-20220101-15835,1,10863,,1399.0,1,1,0
ORD-20220101-44072,1,31782,,67.15,1,2,0
ORD-20220101-45125,1,760,,1099.0,1,5,0
ORD-20220101-73182,1,29675,22,1057.0,2,0,0
ORD-20220101-40558,1,7293,15,999.0,1,0,0
ORD-20220101-90556,1,22904,,999.0,1,2,0
ORD-20220101-17569,1,21145,,1297.0,2,3,0
ORD-20220101-88407,1,17647,,1349.0,1,4,2
ORD-20220101-70312,1,27558,27,249.0,1,0,0
ORD-20220101-63057,1,28240,8,2097.0,1,0,0
ORD-20220101-70331,1,33825,,3127.0,2,2,0
ORD-20220101-94315,1,44670,,149.0,1,3,0
ORD-20220101-50106,1,45461,,5115.3,5,3,2
ORD-20220101-66588,1,2949,,3598.0,1,3,0
ORD-20220101-85092,1,3706,,899.0,1,2,0
ORD-20220101-54260,1,20422,,1699.0,1,3,1
ORD-20220101-74026,1,21222,18,5305.05,4,0,0
ORD-20220101-66692,1,33073,6,1499.0,1,0,0
ORD-20220101-44903,1,35462,,2909.55,3,7,0
ORD-20220101-79854,1,5438,23,1478.0,2,0,0
ORD-20220101-70040,1,8594,,426.55,1,3,0
ORD-20220101-78953,1,20605,,5663.1,5,2,1
ORD-20220101-39968,1,23411,,827.05,2,7,0
ORD-20220101-27612,1,43334,,269.1,1,5,0
ORD-20220101-18527,1,29928,22,2598.0,1,0,0
ORD-20220101-65805,1,4772,,899.0,1,3,0
ORD-20220101-28381,1,30686,,2115.05,4,10,0
ORD-20220101-30679,1,4293,,825.0,3,3,0
ORD-20220101-42218,1,15878,,849.0,1,2,0
ORD-20220101-18815,1,5192,22,1417.0,2,0,0
ORD-20220101-42190,1,29792,3,249.0,1,0,0
ORD-20220101-15747,1,31799,25,1028.0,2,0,0
ORD-20220101-79294,1,1407,10,3797.0,3,0,0
ORD-20220101-24095,1,42808,4,1219.0,1,0,0
ORD-20220101-38534,1,31975,,1799.0,1,3,0
ORD-20220101-59995,1,19702,,999.0,1,10,0
ORD-20220101-87031,1,16080,,1198.0,2,1,0
ORD-20220101-82195,1,45293,,1799.0,1,2,0
ORD-20220101-25598,1,18302,,179.0,1,10,0
ORD-20220101-36847,1,15154,,3457.0,2,7,0
ORD-20220101-40288,1,49364,,629.1,1,4,1
ORD-20220101-75731,1,35003,,4393.1,3,2,0
ORD-20220101-25070,1,8093,,2535.05,3,3,0
ORD-20220101-45217,1,21201,,1199.0,1,3,0
ORD-20220101-89496,1,48474,,1948.0,2,3,0
ORD-20220101-18827,1,25950,3,2815.1,4,0,0
ORD-20220101-62716,1,30532,,2073.05,2,10,0
ORD-20220101-42828,1,47008,,99.0,1,2,0
ORD-20220101-22544,1,37567,14,1198.0,2,0,0
ORD-20220101-41696,1,3219,4,218.0,1,0,0
ORD-20220101-17284,1,29595,27,1398.0,2,0,0
ORD-20220101-99701,1,24219,,799.0,1,5,0
ORD-20220101-42841,1,7396,,1299.0,1,3,0
ORD-20220101-23556,1,27333,22,2786.0,3,0,0
ORD-20220101-20027,1,32627,,1747.0,2,3,0
ORD-20220101-80290,1,6718,18,4098.0,2,0,0
ORD-20220101-24253,1,26437,26,1833.05,2,0,0
ORD-20220101-11336,1,48144,,721.65,1,4,0
ORD-20220101-46754,1,574,,299.0,1,3,0
ORD-20220102-44015,2,19852,22,1547.0,3,0,0
ORD-20220102-68213,2,40067,18,899.0,1,0,0
ORD-20220102-83261,2,15373,,4994.05,5,7,2
ORD-20220102-58462,2,31135,,2742.55,4,5,0
ORD-20220102-79524,2,6100,23,1757.0,3,0,0
ORD-20220102-11597,2,13848,,149.0,1,2,0
ORD-20220102-80854,2,29469,,59.0,1,3,0
ORD-20220102-48845,2,20659,,299.0,1,4,0
ORD-20220102-30381,2,34309,,449.0,1,5,0
ORD-20220102-92717,2,18653,,1658.15,2,7,0
ORD-20220102-52584,2,49456,,6246.0,3,2,0
ORD-20220102-29924,2,7760,,639.1,2,2,2
ORD-20220102-97722,2,22369,22,5176.0,3,0,0
ORD-20220102-84459,2,48519,,1336.0,3,2,0
ORD-20220102-21784,2,24442,,998.0,2,3,0
ORD-20220102-57265,2,28545,,505.55,2,5,0
ORD-20220102-65492,2,5006,,3898.0,2,4,0
ORD-20220102-44255,2,5238,21,1698.0,1,0,0
ORD-20220102-97818,2,47601,,2047.0,3,4,0
ORD-20220102-85665,2,8273,4,854.05,1,0,0
ORD-20220102-68079,2,4293,,6397.0,2,3,0
ORD-20220102-85457,2,34421,,1599.0,1,2,0
ORD-20220102-24016,2,17473,,3417.0,3,4,0
ORD-20220102-15689,2,45636,14,1329.0,1,0,0
ORD-20220102-31066,2,7068,4,4576.1,3,0,0
ORD-20220102-37262,2,10013,28,5206.0,2,0,0
ORD-20220102-61848,2,48644,,1147.0,3,5,0
ORD-20220102-62968,2,15778,,1349.0,1,4,0
ORD-20220102-32725,2,45786,,2998.0,1,5,1
ORD-20220102-38711,2,19037,15,3565.1,5,0,0
ORD-20220102-11041,2,28581,,218.0,1,2,0
ORD-20220102-30363,2,44598,,279.0,1,3,0
ORD-20220102-22903,2,32922,,1568.1,2,4,0
ORD-20220102-24660,2,10373,,1738.05,2,2,0
ORD-20220102-54907,2,41490,,3398.0,1,3,0
ORD-20220102-86867,2,12387,18,79.0,1,0,0
ORD-20220102-14377,2,24040,,399.0,1,5,1
ORD-20220102-99897,2,42272,,3308.65,3,4,1
ORD-20220102-22701,2,16324,,798.0,1,2,0
ORD-20220102-48441,2,16030,,3148.0,2,5,0
ORD-20220102-64931,2,42743,,1503.05,2,5,0
ORD-20220102-51093,2,32520,,1048.0,2,14,0
ORD-20220102-45752,2,41112,,2925.0,5,2,0
ORD-20220102-89660,2,25339,15,3398.0,2,0,0
ORD-20220102-27321,2,16540,8,698.0,2,0,0
ORD-20220102-20106,2,34902,,599.0,1,2,0
ORD-20220102-55278,2,1393,,59.0,1,4,0
ORD-20220102-68165,2,26367,,2177.0,3,10,0
ORD-20220102-59409,2,17350,,5867.15,3,3,0
ORD-20220102-88223,2,33189,26,4847.0,3,0,0
ORD-20220102-63344,2,42989,,1029.0,1,2,0
ORD-20220102-83140,2,13825,,898.0,2,5,0
ORD-20220102-29637,2,13735,17,1329.0,1,0,0
ORD-20220102-66354,2,43815,,2063.1,2,5,0
ORD-20220102-30912,2,41733,22,1329.0,1,0,0
ORD-20220102-22724,2,17031,5,2094.0,4,0,0
ORD-20220102-54210,2,13650,3,1799.0,1,0,0
ORD-20220102-49767,2,25476,5,59.0,1,0,0
ORD-20220102-25930,2,14818,,6355.0,3,10,0
ORD-20220102-89505,2,48498,,1359.15,1,3,0
ORD-20220102-28769,2,40712,,955.05,2,2,0
ORD-20220102-74908,2,23229,,1148.0,2,5,2
ORD-20220102-92782,2,3559,,2047.0,3,3,0
ORD-20220102-70827,2,14307,2,1648.0,2,0,0
ORD-20220102-55898,2,28590,22,849.1,2,0,0
ORD-20220102-79155,2,5434,,7694.0,5,1,0
ORD-20220102-12878,2,15893,,4668.05,5,3,0
ORD-20220102-94302,2,20363,,59.0,1,5,0
ORD-20220102-63121,2,8120,20,1437.0,3,0,0
ORD-20220102-79451,2,32337,20,2088.1,1,0,0
ORD-20220102-78141,2,15602,,2007.0,3,3,0
ORD-20220102-68861,2,37008,23,2031.05,4,0,0
ORD-20220102-90472,2,44572,13,5255.1,3,0,0
ORD-20220102-68306,2,8177,,1670.1,2,3,0
ORD-20220102-77496,2,31748,3,463.1,2,0,0
ORD-20220102-47067,2,46701,,1262.55,1,3,0
ORD-20220102-90511,2,35244,27,1307.0,2,0,0
ORD-20220102-56898,2,18206,28,1219.0,1,0,0
ORD-20220102-26977,2,34942,,3981.45,2,4,0
ORD-20220102-93138,2,31493,24,1949.8,3,0,0
ORD-20220102-60927,2,21255,,1332.05,3,3,0
ORD-20220102-28587,2,36674,,2089.05,1,3,0
ORD-20220102-63114,2,49219,6,699.0,1,0,0
ORD-20220102-92815,2,17688,10,1598.0,2,0,0
ORD-20220102-36833,2,44168,,1999.0,1,5,0
ORD-20220102-61441,2,30734,12,1799.0,1,0,0
ORD-20220102-41524,2,49746,7,1699.0,1,0,0
ORD-20220102-89919,2,18364,3,1089.1,3,0,0
ORD-20220102-39320,2,21501,13,1699.0,1,0,0
ORD-20220102-93070,2,9017,,2697.0,1,7,0
ORD-20220102-89426,2,3499,,426.55,1,4,0
ORD-20220102-25072,2,12343,27,378.0,2,0,0
ORD-20220102-21982,2,13770,26,3796.0,3,0,0
ORD-20220102-66193,2,26837,,2368.05,2,5,0
ORD-20220102-98837,2,23693,,2696.0,2,2,0
ORD-20220102-32142,2,12960,8,1499.0,1,0,0
ORD-20220102-94887,2,18261,2,59.0,1,0,0
ORD-20220102-96801,2,18568,,4326.0,4,2,0
ORD-20220102-87096,2,17378,,468.15,2,5,0
ORD-20220102-18477,2,38828,,3695.2,2,5,1
ORD-20220102-24591,2,27954,,299.0,1,3,0
ORD-20220102-82565,2,35414,,1727.0,3,5,0
ORD-20220102-93401,2,32661,,79.0,1,3,0
ORD-20220102-46151,2,14224,28,1329.0,1,0,0
ORD-20220102-69760,2,2102,,129.0,1,3,0
ORD-20220102-24756,2,1436,23,699.0,1,0,0
ORD-20220102-73821,2,22056,,129.0,1,4,0
ORD-20220102-65926,2,1991,,598.0,2,2,0
ORD-20220102-61767,2,44219,,75.05,1,3,0
ORD-20220102-33804,2,46547,,1268.05,2,2,0
ORD-20220102-10868,2,21723,3,658.0,1,0,0
ORD-20220102-67082,2,2266,,7043.0,4,5,0
ORD-20220102-24541,2,18860,,599.0,1,7,0
ORD-20220102-80836,2,1393,,5214.0,4,1,0
ORD-20220102-27090,2,31588,15,1747.0,2,0,0
ORD-20220102-59678,2,3342,7,2648.0,2,0,0
ORD-20220102-18515,2,5291,23,1029.0,1,0,0
ORD-20220102-27291,2,5468,,545.65,2,1,0
ORD-20220102-31570,2,14419,,1255.15,2,2,0
ORD-20220102-87133,2,46099,,2682.15,3,5,0
ORD-20220102-52550,2,3984,,1798.0,2,1,0
ORD-20220102-11967,2,23454,,1253.05,2,4,1
ORD-20220102-14094,2,48610,4,557.0,3,0,0
ORD-20220102-24428,2,2650,14,1986.15,4,0,0
ORD-20220102-63127,2,1489,,3404.55,2,4,0
ORD-20220102-66307,2,20505,,5926.0,4,4,0
ORD-20220102-55947,2,15440,8,4696.0,4,0,0
ORD-20220102-13591,2,18904,,599.0,1,3,0
ORD-20220102-86724,2,2260,4,1992.15,3,0,0
ORD-20220102-50904,2,29995,,1638.0,1,2,0
ORD-20220102-42482,2,27126,23,2499.0,1,0,0
ORD-20220102-86456,2,7705,,89.1,1,2,0
ORD-20220102-23711,2,43273,,664.05,1,5,0
ORD-20220102-65294,2,21703,14,1328.1,1,0,0
ORD-20220102-85580,2,48046,,3976.1,3,2,0
ORD-20220102-84855,2,45842,3,949.05,1,0,0
ORD-20220102-83042,2,15003,13,2097.0,1,0,0
ORD-20220102-29742,2,34442,,707.0,2,4,0
ORD-20220102-41415,2,49614,,1227.0,3,3,0
ORD-20220102-34180,2,39971,13,3534.55,3,0,0
ORD-20220102-24745,2,15034,,977.55,1,5,0
ORD-20220102-58756,2,24348,,99.0,1,7,0
ORD-20220102-21144,2,10821,,4026.1,4,1,0
ORD-20220102-62231,2,12870,,199.0,1,4,0
ORD-20220102-72852,2,43084,,899.0,1,3,2
ORD-20220102-95381,2,45431,10,1028.0,2,0,0
ORD-20220102-67559,2,24749,27,1614.05,1,0,0
ORD-20220102-70841,2,26486,,1904.05,3,4,0
ORD-20220102-57340,2,38200,,1628.0,2,4,0
ORD-20220102-12286,2,41757,14,2499.0,1,0,0
ORD-20220102-88866,2,10344,7,4375.05,3,0,0
ORD-20220102-81157,2,38695,15,99.0,1,0,0
ORD-20220102-84582,2,39811,,3998.0,2,5,0
ORD-20220102-79164,2,49575,,56.05,1,4,0
ORD-20220102-71087,2,23344,21,1199.0,1,0,0
ORD-20220102-67126,2,26840,27,122.55,1,0,0
ORD-20220102-19807,2,11846,,5390.05,3,4,0
ORD-20220102-98650,2,22018,,999.0,1,4,0
ORD-20220102-41053,2,16003,,5651.05,2,3,0
ORD-20220102-58977,2,40211,11,1787.3,2,0,0
ORD-20220102-13501,2,42548,,1356.0,3,5,0
ORD-20220102-47801,2,5561,,1757.0,3,3,0
ORD-20220102-11894,2,39183,15,4296.0,3,0,0
ORD-20220102-91580,2,29844,6,598.0,1,0,0
ORD-20220102-14669,2,38820,,762.45,1,1,0
ORD-20220102-72486,2,13929,,1166.1,2,3,0
ORD-20220102-80849,2,21669,,3311.15,4,5,0
ORD-20220102-25554,2,10075,19,878.0,2,0,0
ORD-20220102-72944,2,30228,,2472.2,3,10,0
ORD-20220102-76054,2,26683,,1518.1,1,3,0
ORD-20220102-47985,2,18563,,699.0,1,3,1
ORD-20220102-16164,2,7954,,848.0,2,2,0
ORD-20220102-90915,2,24528,,1922.05,3,7,2
ORD-20220102-59388,2,31575,5,1199.0,1,0,0
ORD-20220102-53875,2,43673,16,1969.05,2,0,0
ORD-20220102-81362,2,26790,,899.0,1,5,0
ORD-20220102-83314,2,39065,12,4346.0,2,0,0
ORD-20220102-86622,2,1584,27,3650.05,3,0,0
ORD-20220102-42211,2,46186,,899.0,1,3,0
ORD-20220102-74663,2,27170,3,3854.05,3,0,0
ORD-20220102-22037,2,16951,21,2741.05,4,0,0
ORD-20220102-77803,2,39073,11,1508.0,2,0,0
ORD-20220102-66789,2,46866,25,5635.1,5,0,0
ORD-20220102-61191,2,3914,,267.0,2,3,0
ORD-20220102-97630,2,39041,,1498.0,2,3,0
ORD-20220102-90611,2,30068,25,3938.05,2,0,0
ORD-20220102-24095,2,42981,,1799.0,1,2,0
ORD-20220102-88723,2,37096,15,170.05,1,0,0
ORD-20220102-36156,2,38801,15,3578.1,2,0,0
ORD-20220102-63943,2,10599,18,99.0,1,0,0
ORD-20220102-84439,2,18534,,6679.1,3,3,0
ORD-20220102-23453,2,39985,,284.05,1,7,0
ORD-20220102-98611,2,33167,,1426.55,2,2,0
ORD-20220102-36030,2,29074,,228.0,2,3,0
ORD-20220102-12412,2,22433,,2297.0,2,3,0
ORD-20220102-11834,2,8416,27,327.0,1,0,0
ORD-20220102-70557,2,39885,,109.0,1,5,0
ORD-20220102-90541,2,38976,,5195.2,4,4,0
ORD-20220102-36827,2,38278,,1329.0,1,5,1
ORD-20220102-24226,2,25087,6,59.0,1,0,0
ORD-20220102-31715,2,5520,,1838.1,2,2,0
ORD-20220102-67984,2,237,,1777.55,3,3,0
ORD-20220102-87339,2,14842,1,749.0,1,0,0
ORD-20220102-27031,2,2143,28,1846.2,5,0,0
ORD-20220102-77673,2,45287,,149.0,1,2,0
ORD-20220102-27169,2,31520,,2476.0,4,3,0
ORD-20220102-13651,2,38951,12,1499.0,1,0,0
ORD-20220102-33740,2,48416,,599.0,1,2,0
ORD-20220102-57478,2,47466,,7697.15,5,4,0
ORD-20220102-86883,2,24221,,1668.05,3,4,2
ORD-20220102-20550,2,19680,,2865.0,4,3,0
ORD-20220102-57268,2,48203,26,2210.7,4,0,0
ORD-20220102-95896,2,40093,,2872.05,3,5,0
ORD-20220102-85568,2,31497,28,998.0,2,0,0
ORD-20220102-70652,2,3922,,806.55,1,2,0
ORD-20220102-27221,2,965,12,2098.0,2,0,0
ORD-20220102-53699,2,13436,2,299.0,1,0,0
ORD-20220102-22509,2,47914,8,699.0,1,0,0
ORD-20220102-48208,2,36498,,2499.0,1,3,0
ORD-20220102-69659,2,24584,,3398.0,2,4,2
ORD-20220102-29471,2,45172,,258.3,2,3,0
ORD-20220102-46298,2,36634,9,129.0,1,0,0
ORD-20220102-38916,2,11742,13,498.0,1,0,0
ORD-20220102-60465,2,13632,,116.1,1,4,0
ORD-20220102-61371,2,218,22,245.1,1,0,0
ORD-20220102-20901,2,24594,,5598.0,1,4,0
ORD-20220102-67854,2,7921,,2278.0,2,1,0
ORD-20220102-65455,2,40184,,3065.2,4,2,0
ORD-20220102-77888,2,34752,,2286.3,2,3,0
ORD-20220102-73572,2,20475,16,3086.05,3,0,0
ORD-20220102-19546,2,37452,,3077.0,3,1,0
ORD-20220102-17276,2,16624,,749.0,1,3,0
ORD-20220102-61453,2,19780,,399.0,1,7,0
ORD-20220102-51722,2,7098,,1299.0,1,3,1
ORD-20220102-22269,2,45993,21,1599.0,1,0,0
ORD-20220102-71548,2,32073,,2427.0,3,3,0
ORD-20220102-30762,2,49957,3,569.05,1,0,0
ORD-20220102-28720,2,20456,,2567.0,2,5,0
ORD-20220102-40125,2,18579,23,2499.2,3,0,0
ORD-20220102-54558,2,41269,,1499.0,1,7,0
ORD-20220102-28487,2,11542,,1648.0,2,7,0
ORD-20220102-94228,2,44546,,2328.1,3,2,0
ORD-20220102-91158,2,27368,,999.0,1,2,0
ORD-20220102-34534,2,28454,,528.0,2,2,0
ORD-20220102-37353,2,32925,,3598.0,1,2,1
ORD-20220102-27418,2,5440,,999.0,1,2,0
ORD-20220102-51348,2,19400,8,249.0,1,0,0
ORD-20220102-15663,2,33578,23,2777.05,3,0,0
ORD-20220102-57133,2,44915,24,2512.2,2,0,0
ORD-20220102-54059,2,39605,,2957.0,2,4,0
